Medical Code,Cost
1282U,8823.95
9380G,300.87
4444I,6774.98
6499V,453.52
8955S,379.87
36565,232.35
6153N,392.83
1405Q,230.75
49374,473.13
16950,426.88
29689,490.07
66244,224.46
6409S,107.54
6910B,360.21
7947L,195.15
8637T,3817.02
8720F,210.91
25336,491.74
4921B,162.69
2223Y,5207.24
8232I,197.16
4089P,343.27
1874V,189.58
9714I,137.36
97285,161.48
15370,129.38
20177,60.86
2515Q,8542.59
47669,75.11
7811J,475.18
8595M,6919.3
7224Y,4329.84
9111D,361.7
2312Y,384.32
1320F,7397.26
8926L,499.52
2652K,8904.15
46408,76.7
76100,90.51
63087,150.8
7874G,175.33
8466S,160.94
8386Q,146.46
81252,391.88
29764,279.26
35973,441.34
83593,220.65
1081J,6926.73
1279I,4282.58
83972,2324.57
51181,488.23
31451,315.55
15302,158.87
4528B,80.84
91335,360.28
36738,333.78
4847C,348.44
44771,191.07
3559Y,326.31
81464,1311.56
48064,91.44
9975W,59.6
9874E,192.9
7706W,2205.5
32823,216.25
2702X,306.29
32604,217.76
21333,102.68
7656F,498.28
90180,364.68
90818,259.85
97557,494.03
67896,310.09
22074,355.14
8261K,305.22
28664,6211.56
9131B,6159.97
2615M,361.38
6458A,3670.37
3143I,449.8
1284Q,471.39
1483D,396.13
6556O,342.99
54095,1230.68
4869Q,362.62
32889,272.47
7692K,6726.87
77458,65.14
59979,7596.12
5273F,67.3
21684,510.82
9999Z,491.64
16896,1605.78
7819I,6401.8
28087,375.0
58976,74.02
9971F,5431.1
2318P,364.29
22103,246.98
11377,260.57
82329,261.92
85119,464.18
5389Z,56.77
6233W,435.83
47335,433.6
38302,293.4
5796Z,3766.87
6760T,406.54
9757J,5094.17
2978F,413.61
5288I,4283.37
79752,333.07
1539Q,175.6
5439S,6870.32
8693W,377.25
86412,172.54
8764S,1416.49
3352H,347.27
4549I,306.72
98277,250.46
77895,220.82
3036D,145.71
8701D,162.33
97059,295.64
7114Z,430.46
9008I,362.19
92713,415.78
3551G,250.89
7917F,163.91
65323,142.42
98933,478.63
65320,4160.8
12107,412.26
6956O,2273.14
37807,434.37
5275J,408.23
52280,3369.47
9561A,250.9
2186L,89.73
3450M,495.95
3239V,424.17
1200N,125.14
5925C,490.49
90115,435.38
9650B,184.43
5866O,243.71
5775R,472.18
2214O,164.38
69662,357.19
93185,186.57
8531Q,477.53
15196,296.71
7954G,159.2
4597W,2589.42
9197N,408.65
27996,420.97
8780B,327.19
6365L,179.38
21728,5196.93
53482,336.15
91519,225.99
4425B,350.54
94559,123.03
9706R,54.01
88708,5221.2
8426C,5846.61
4359C,162.12
4697G,167.16
58823,180.65
29926,310.01
36873,415.37
2154V,359.84
8158L,352.21
17378,426.57
3199L,242.45
7298P,212.51
6641Q,5852.27
93592,199.83
6928F,384.82
25326,3363.64
42293,231.38
75589,297.55
26765,406.28
40059,70.37
30886,6776.65
21890,402.99
26065,492.61
3145F,141.96
7674U,369.73
39042,246.94
25566,328.8
81669,184.7
15875,375.2
73619,474.34
8995D,4687.37
1557S,342.36
59801,6696.37
4536J,75.17
7785E,111.75
98643,476.34
6737B,345.78
12561,1592.4
3286X,52.11
1946P,523.44
16173,125.68
68391,6379.54
5000L,9124.33
5166E,274.48
38123,493.33
68319,132.15
1262H,1742.39
13579,174.26
98752,66.98
25558,1926.11
27540,435.86
7537T,1233.03
7137C,9150.0
52652,117.67
10970,98.77
71781,471.64
9565A,134.02
1030N,123.81
57614,466.83
3649F,165.95
6131F,207.54
3990F,465.37
66991,156.42
2147D,327.87
91321,94.99
84234,8472.64
6710L,8550.34
5011U,5535.68
4200Z,57.6
5334B,194.38
64108,347.0
7759U,2942.87
39233,92.56
1905E,6325.88
1371Y,267.59
84389,9214.56
4408M,3747.84
8140M,370.29
5687Z,4203.37
4972G,2009.29
2728G,223.66
7984P,206.55
7836F,447.9
2221H,3159.46
57935,6572.08
77651,432.91
60550,173.41
44775,441.93
53186,9441.14
59183,390.06
76971,132.58
7968L,9660.39
11228,373.2
9378R,6145.34
19084,96.08
17550,211.51
74170,9975.68
4981H,119.64
3491D,190.82
76279,393.46
97136,9292.01
1092D,201.99
3491Q,370.56
8993E,474.01
19492,222.61
92886,216.89
2374H,401.0
98841,262.05
9035A,364.02
1961X,5573.35
34890,311.74
83890,9890.74
9697S,275.65
1242U,368.52
6000X,356.98
3063K,1863.58
80891,1220.27
23449,352.52
1173X,392.37
98237,2101.65
5404D,136.2
7047S,348.11
2355E,409.4
1892E,454.23
40208,431.61
43078,313.44
7826S,368.91
8377G,2077.46
87182,9297.88
2989Z,469.98
1845F,338.23
9075P,273.32
9194Z,994.39
7357R,281.28
66997,6334.51
5287U,133.37
2920H,188.92
3597Z,172.22
19485,1050.07
4626V,185.45
19966,2307.98
9929L,9883.55
34660,93.36
69054,53.37
3547C,368.07
1886A,489.97
4563K,177.87
18221,490.51
21043,4050.44
17788,7199.0
9630W,147.77
3078Y,183.47
3212W,455.3
52727,247.62
78079,4350.74
68897,432.19
84499,78.89
63724,434.46
5307R,171.72
85875,66.75
23258,223.6
6293M,163.21
1873J,192.46
55261,4915.36
8275N,290.04
79068,354.37
9167E,8969.47
1157L,90.98
1604C,215.87
26005,339.82
8919R,183.69
5028F,5586.13
2862G,112.43
7648V,189.98
1080M,220.53
19869,7542.52
3844A,348.01
59372,477.8
82914,465.93
2771D,1752.77
8827G,116.94
83223,365.34
68240,175.52
6897Y,411.57
18242,56.96
35350,494.26
64634,411.44
2168E,393.17
7184L,262.6
1561T,132.87
7237S,771.99
1854B,66.1
3714B,2005.41
33600,122.58
71581,181.17
8085Y,458.52
96557,224.29
9948I,3743.61
4753Q,275.61
6921A,3210.47
8661F,312.44
7023G,3884.9
46654,219.7
96550,377.37
2650L,84.68
60374,453.82
3969J,4024.01
3792K,489.86
1444N,292.67
70936,266.48
8477V,162.26
5332L,133.4
58915,8726.03
3344V,418.8
53726,366.52
5833V,6749.15
31300,380.33
22949,3660.18
1376F,79.1
9386V,225.71
57533,285.84
1454D,84.1
17957,463.98
11307,78.83
24081,316.78
57609,144.67
9828S,140.03
91108,8526.43
23662,431.32
4632Z,430.59
5065P,379.05
60658,242.72
4524J,4269.4
1250V,7678.65
67409,459.59
86912,403.88
4875I,52.4
81714,411.23
93284,1693.75
5310L,275.67
7680O,444.91
48927,638.15
2526H,3657.53
61934,246.71
2313F,296.06
96625,441.84
6309W,163.79
1049Z,221.23
47412,441.47
1071E,393.04
39134,454.49
66994,132.8
21438,146.75
9420D,256.5
78623,345.0
3179H,113.01
80593,105.89
68866,211.19
55719,9071.39
2984I,170.7
50069,293.72
66521,186.69
8795E,135.13
13359,323.1
93265,402.58
29058,159.38
4157R,165.58
56606,185.28
50511,498.94
33965,85.73
6038R,217.49
71321,191.97
4373A,328.39
78354,4415.47
6338M,80.31
1608B,6150.68
76831,182.37
36616,60.99
3813A,3963.05
75355,56.93
21423,216.78
9300V,407.72
86927,486.02
8870O,270.53
49701,111.96
1903N,223.53
46224,225.05
8580L,8786.37
1475M,2817.01
5287V,8137.72
90667,9138.02
1874Q,405.73
72170,8544.51
77706,223.49
75493,479.44
5855S,376.32
35917,484.98
29721,61.25
5191S,316.87
18855,284.38
4689S,379.8
2105Z,8862.85
85133,172.64
25801,3685.24
3782Y,6053.57
1116F,242.91
5531S,333.42
34609,162.89
20915,3926.0
4618A,4195.59
32392,4839.15
86173,246.0
44008,423.96
14966,376.6
6359M,417.46
5592X,5595.35
62023,1448.49
4120H,319.46
83846,318.25
45733,9801.92
20958,135.18
95588,405.2
50352,189.08
39968,343.92
8929M,433.2
4817Z,352.09
65895,312.66
81112,261.13
5042S,252.59
71305,497.73
61944,124.34
94947,449.41
2944R,147.24
7915X,116.84
6214N,7616.27
94379,1438.58
4889J,209.26
9290U,58.69
23003,286.78
1330O,249.69
87683,476.64
5700S,457.88
51199,464.5
11350,7723.76
87689,181.03
6360W,95.62
28802,347.8
5432G,220.98
55244,2408.44
5910S,153.86
5365D,53.99
38027,137.37
47400,354.57
9036S,387.33
51834,439.85
82123,374.41
2249Y,424.69
78940,390.36
48604,263.96
9953V,235.72
9934A,209.49
76547,2320.78
5509X,319.11
4963K,349.03
5999U,58.47
1286G,4422.32
18219,1931.99
16990,398.37
4230K,352.23
57103,146.07
2584N,3443.0
3998J,360.99
9591T,165.99
15485,7855.33
36287,212.96
2664M,221.21
11223,355.43
99435,2847.78
9117J,181.73
34710,9200.28
3627F,157.28
23542,220.18
7840M,355.24
59179,159.42
4698I,460.66
7764M,5002.59
25852,328.06
36662,101.27
39342,478.95
5486X,7744.62
26907,452.33
80439,7821.22
64198,264.12
33007,367.0
84500,314.62
69097,4488.93
32838,637.68
9864T,2288.91
16971,1064.84
8705W,5333.97
7846P,186.04
86721,249.1
4205P,221.3
21370,8324.34
2094B,269.84
1609X,3503.33
32267,183.3
36084,325.39
85002,211.94
65536,439.91
98196,137.66
47442,220.52
8330A,1206.03
5368O,185.72
4728O,97.78
15910,324.8
88535,477.16
45837,59.31
40903,213.3
74488,130.56
76310,451.26
75952,4278.26
96759,494.32
73168,212.72
60505,80.31
5030W,188.59
5481O,6882.03
45351,52.38
54115,146.53
67413,418.94
2972R,8626.88
60701,310.27
34803,473.32
7501Z,211.09
2431W,314.96
69527,297.08
54347,1812.15
61162,8078.17
4790V,321.73
99256,480.58
2433E,429.9
4422D,303.41
60880,439.56
34510,474.09
3306A,6706.33
3392Z,317.41
13184,495.71
67683,121.37
7525Y,4270.69
7108U,3001.78
71027,2441.13
9679E,361.98
61161,5305.02
78629,137.71
7352B,6381.82
35049,170.97
5020C,479.72
64983,6519.34
9356B,181.97
5455P,294.66
4662N,448.67
7228G,149.3
93420,393.41
97461,246.82
94410,388.08
19109,52.91
2716R,2183.33
3577X,305.72
17163,475.63
4591W,1365.24
8841S,147.9
8336E,73.64
25792,392.17
4017G,251.86
33207,5841.37
1871Y,492.14
27189,236.74
8521T,9809.33
6980C,2158.44
7852W,345.57
8055M,180.8
4738H,264.93
92794,422.01
33283,6755.51
2263E,1723.93
7792F,413.86
26824,397.51
30732,2288.58
75584,276.45
2400T,123.03
92016,318.57
44769,8089.36
6657R,72.04
1354T,3602.88
9945W,465.65
8986M,456.04
54813,163.63
8064E,367.72
7961V,92.3
3466F,207.18
74755,465.87
62196,221.89
26575,166.6
6428U,116.88
88427,9601.09
44022,300.9
9024X,62.34
72706,326.29
47019,828.74
24515,274.21
91955,9248.59
7830L,455.43
27905,438.19
58624,413.42
7836X,309.13
2080D,108.48
5509G,345.58
92912,4435.81
32806,3443.28
3966V,7628.46
17615,330.73
9653F,372.39
3433Z,478.75
8761T,325.32
58899,400.35
79544,467.02
4553X,298.6
3850W,467.89
8604M,72.63
4513J,306.86
79608,422.98
64844,474.18
5500G,200.47
5072X,364.17
65571,7962.57
4104N,395.18
56276,434.3
2613C,496.05
7926D,497.68
50379,352.68
93530,4641.33
5327H,179.99
88007,361.99
7177W,477.53
77036,292.65
9331T,476.96
2031O,443.63
46966,131.18
5890L,152.96
1606V,411.23
8044G,328.39
71900,370.83
4930O,225.05
5043E,392.0
12826,267.56
87723,169.16
55780,2944.91
98119,4422.15
27473,9652.14
4914L,198.01
95815,7768.65
2906H,9646.09
24093,270.5
39748,494.05
27259,60.02
12630,498.8
8780Z,268.97
8080T,283.05
63127,320.96
62594,249.68
5887Y,376.84
71519,437.68
1304J,3801.47
21870,7674.83
28051,3946.11
45696,330.14
4778L,68.18
1900Z,119.27
41288,477.99
9471K,121.23
4969X,112.31
22992,82.51
53497,126.42
6644W,6082.61
87860,378.39
5956V,364.01
3693R,78.73
6925O,474.18
6071L,125.68
8573D,70.7
9385C,473.41
8732D,216.84
2090B,1158.52
2015R,7772.7
5271G,230.0
75519,401.1
8273M,252.9
16843,186.36
6083T,118.49
53477,1177.36
9445B,111.05
35156,84.68
52895,494.97
26438,312.66
3638H,191.3
54849,248.63
1659B,136.45
2940T,8994.3
44457,303.55
2783I,216.89
58480,483.48
60867,1426.65
11345,225.12
13328,8122.11
5333Z,283.96
5946W,1350.96
95483,7344.53
8754T,289.69
6034O,64.67
4136O,2570.18
28162,496.46
48871,309.06
3660J,460.74
55252,402.97
45748,1654.99
58457,9411.39
66726,372.82
9092Y,137.21
17064,288.77
1454E,77.4
36768,215.07
9389N,1011.64
36582,245.27
1382V,115.24
93878,243.45
57458,2669.19
4406Z,2224.71
46305,457.76
6689N,9625.37
20558,297.54
21592,153.39
15339,423.31
2307B,265.77
4707M,352.18
33202,418.24
92159,380.37
5305R,203.27
1198T,495.71
9520A,5988.19
9283E,187.23
67566,327.22
6848N,381.06
22808,196.39
3562T,5966.41
28352,476.69
24412,393.66
5764T,225.82
89896,7589.83
8329G,337.16
9164A,9587.41
47373,242.17
5287Q,348.1
34232,197.32
46422,269.31
95193,412.09
3893E,97.58
3973M,156.02
19774,364.59
82427,269.06
1819A,4722.46
76775,480.56
4740R,316.96
56461,127.13
41785,163.22
6500S,112.12
4130U,377.67
46818,143.81
39217,365.95
10247,421.83
5016I,282.6
8250O,6260.52
9117V,256.41
1050C,9046.15
24165,7184.26
6629V,7864.88
71877,190.88
30460,396.65
77879,368.1
51992,5753.87
4319V,327.76
83089,279.69
15472,459.49
4839Q,2668.01
4159R,4429.24
70839,5487.26
4570I,8448.08
2869B,485.68
7930I,5325.46
3886V,488.83
6449A,89.13
2466U,427.14
8322U,127.7
43203,471.11
75024,143.47
49806,254.42
6622L,1531.15
59224,54.41
32026,67.53
30851,410.06
4678H,1309.66
27469,7164.69
92329,99.54
7715M,498.93
1558Z,477.82
45516,424.66
6145N,2762.61
21965,109.25
38447,4601.44
54154,4147.56
8509O,293.02
9328H,490.17
7109O,8731.57
46946,242.97
9232D,292.84
52676,2026.67
1014C,454.68
55694,413.59
77779,260.94
58006,212.0
70297,213.68
91820,324.34
6324V,4692.45
25317,2229.56
34584,226.91
7431I,118.81
7290Y,4587.08
1666E,7125.84
3738D,249.35
21334,408.49
1806T,375.27
6090I,280.7
52940,277.85
5739S,5382.01
17327,63.9
8323H,8684.62
49130,355.25
3505G,5846.46
1649K,336.9
9066A,310.06
5108K,3145.96
3655A,6699.88
6462M,117.71
1345W,327.88
49392,2229.11
84955,383.52
38695,1573.97
62329,869.18
3501C,276.63
44716,225.1
71789,3081.19
2754P,372.93
25269,353.69
63397,72.12
6037L,147.14
2111A,235.23
6526P,179.32
98685,453.89
4398B,2335.68
2331L,227.19
92000,479.01
8975M,431.74
8824H,5940.23
80198,237.05
8651P,6895.24
75608,455.46
6393Z,377.19
97744,442.76
9510P,302.12
94844,4258.41
7680H,245.34
2933A,302.38
71633,251.74
7749T,361.17
35810,207.62
58579,88.74
38689,7980.16
7651U,306.14
2990C,424.09
1550D,477.61
50340,402.65
64205,362.96
69616,160.51
3998A,433.69
5826T,9009.83
66213,114.57
25694,451.13
7177H,394.2
85006,3996.51
4139I,2501.4
90640,395.42
7158D,79.28
8242K,395.26
1511N,4016.82
3852E,9532.24
2085Z,389.46
76438,203.64
8884L,3977.09
7069G,133.96
5447N,149.41
38763,473.72
9124N,483.18
6719N,623.22
21030,51.65
2528C,212.97
6944S,403.69
8412C,116.5
5010J,431.63
1083G,233.58
8088Z,71.62
5981M,2981.75
6398G,315.79
3121C,428.69
1983F,435.76
51580,472.25
7419Z,5296.73
2905Q,221.05
6323O,223.74
27904,444.23
9951O,203.3
59473,267.71
3499Y,7925.13
3397Z,105.11
10243,377.3
2471O,314.71
80540,348.41
36960,9343.9
2363W,235.73
7296H,450.74
83052,349.67
96904,2577.02
37649,488.86
50196,447.84
1509Y,96.05
11981,150.92
62629,493.24
58819,141.29
9813F,8938.56
7785Y,361.83
9017S,142.1
54338,315.92
72118,103.66
1019D,191.38
19473,240.36
32328,75.22
83984,350.83
7724H,3031.87
21205,100.39
3375V,221.48
1050K,446.16
59251,353.54
17034,332.6
24935,2791.69
19979,4782.67
80337,447.21
9532O,366.79
16931,351.15
3455D,4850.77
45869,128.75
25488,499.08
14192,9396.3
7997C,195.71
8838V,489.16
79999,359.52
31967,6541.36
78201,4276.61
1418G,8495.73
62963,322.39
41501,192.8
9450R,424.87
50521,473.73
47432,310.0
74123,53.9
7990E,357.08
5094I,76.57
68740,300.83
64988,409.02
19705,393.06
64588,129.9
5076L,414.71
9453K,181.1
38419,309.07
38616,59.91
5370F,316.13
4258Z,2048.43
4354E,357.66
29735,209.33
1806A,463.59
17554,364.63
17622,435.59
63248,490.35
4968B,7002.3
2264T,82.45
32139,254.9
8933M,424.33
76731,6148.28
8044X,536.49
6132H,451.58
4723L,73.88
1125Z,414.82
19768,481.95
30803,3248.04
2066F,332.38
5151R,9958.8
3817L,8004.76
90577,360.91
4007F,270.9
62018,454.25
1628O,481.13
74941,243.61
72390,200.09
15224,177.27
27772,74.63
27606,190.96
2257D,7854.18
28733,307.88
88245,225.12
88006,9668.36
8532L,144.33
94102,353.29
99296,456.49
25270,493.47
58745,156.61
6583U,281.75
2783C,6845.71
35664,310.02
8790B,3761.71
1579K,319.78
2089G,362.13
9563L,442.56
53984,198.27
5161F,4609.72
9051K,89.84
2075Z,239.41
70239,254.6
3926I,472.17
7862R,113.64
98251,4527.57
23599,251.74
79030,7550.23
70882,8100.74
8613E,243.33
2562L,146.27
77687,357.08
86278,378.85
6428Z,169.05
6691L,372.15
6464W,87.69
9417X,54.15
39674,53.79
32093,386.62
6122F,416.28
3606K,453.82
47645,6876.89
7865R,2275.09
68972,342.05
42148,207.24
3678V,7201.16
1048Y,197.38
6259C,298.01
3007A,6383.14
91012,255.32
92796,318.4
5300O,52.49
42483,364.44
57204,335.39
1297J,478.34
8170D,51.54
9191G,227.44
47318,55.85
42955,168.68
4739U,219.44
16709,3175.47
19521,8183.74
48559,405.76
2346U,221.46
87062,385.79
1075N,85.18
3527Q,87.23
33278,252.94
10940,91.72
3068I,291.8
24048,5398.3
21881,139.32
40368,459.57
7220Z,2734.63
4481G,371.39
5649P,148.39
18702,137.27
7339U,131.55
2533N,2163.31
71435,3200.26
8541W,88.3
7868F,186.56
80870,179.31
11019,135.06
2321N,387.45
64579,258.87
8860V,385.76
35033,70.13
34824,168.64
89873,2466.27
9358I,354.0
6543H,5113.87
49517,6044.25
6848X,103.42
39716,233.05
5265P,424.39
3551L,187.76
9889C,4062.74
3822X,448.4
14806,381.57
75283,2024.87
64623,481.64
31757,5321.7
91630,1213.45
5940Y,1856.1
39466,118.79
74453,3892.1
8458U,367.73
6432L,424.3
43063,221.84
68242,108.11
6196Y,451.46
77959,4235.23
5491O,122.7
40712,441.53
22826,320.3
76125,372.6
86706,9153.31
66661,137.48
51777,7203.14
5996F,181.89
43920,186.84
62264,2555.35
82936,368.57
4892Q,344.87
19128,4297.08
32536,460.41
2482G,837.38
5077V,190.21
80534,100.8
16653,266.43
75332,1109.29
25478,84.61
5860R,1444.64
6408K,420.7
9838J,399.39
41889,420.8
3788D,427.78
4568H,445.52
98394,4507.5
73199,479.1
6425C,700.33
23638,474.43
20087,375.95
2756N,6530.11
2651X,3188.1
5960R,119.87
62960,193.94
59738,443.81
20191,310.25
34870,197.19
6072E,1092.6
29480,5172.78
8989S,365.81
4608T,3793.96
27104,382.38
4843U,263.42
5908P,4212.75
90083,273.58
81854,1416.43
44492,136.47
75019,63.91
6967P,334.42
3895J,386.23
93252,5420.55
2029N,421.28
3851F,111.52
21509,366.69
8680X,156.33
44363,7206.78
9699K,6258.02
7728S,111.92
4167X,473.37
11018,407.49
2841E,152.7
1896E,268.92
74957,167.43
66689,466.31
6282Y,3134.87
1454U,382.97
62642,183.57
9643W,99.77
3535E,54.33
79195,672.01
24238,181.63
75039,483.28
62817,9224.89
7364W,499.71
74065,458.22
21903,101.84
52423,309.49
73512,410.11
14391,306.82
4825Z,264.38
6791T,219.53
3275B,297.42
88834,6688.03
55487,469.3
1468I,398.32
8555Y,277.18
5184Y,178.65
2781B,233.93
9991Q,2074.25
6304U,127.73
3987F,8977.46
8577H,1725.32
92222,95.95
9165D,230.22
9358D,7164.96
8941N,3539.58
16188,354.52
44821,125.44
1520M,258.24
95847,97.77
5834L,351.52
2224Q,279.54
70171,450.98
8760H,143.98
68960,436.14
78665,415.57
11742,246.35
5370L,408.11
66749,465.68
13484,177.66
56504,61.01
78947,66.79
1491S,108.57
3161W,265.48
52642,6245.9
1137B,4148.38
6968O,168.8
5448T,79.48
90725,420.32
4467N,326.49
12846,251.55
17038,169.01
56878,158.9
28815,445.28
44723,205.84
52961,8488.68
24428,199.91
25013,293.86
54365,497.31
89523,368.76
8788J,9593.1
3080L,454.64
28812,499.42
7988A,7182.63
47062,329.06
47569,1969.91
16534,103.5
9741A,160.45
95344,412.94
8466F,370.29
10873,195.03
13264,55.02
1601L,487.74
12021,245.11
3998N,361.32
80253,2814.77
7863K,157.88
5270P,136.7
9996S,114.83
5241H,340.03
70463,72.3
7456S,182.54
58656,7970.57
4039O,379.09
5516S,457.62
53473,255.98
18791,219.54
2259M,440.2
25432,251.39
84001,87.45
1467P,9244.92
2974Z,2972.92
8866W,101.77
2295E,412.42
4728I,432.12
5761Q,1679.82
6601J,7485.41
85563,2081.23
9113S,210.81
9570N,351.77
6298P,352.34
15671,196.5
6728R,81.02
7892P,274.25
6905N,466.33
2808R,469.45
6414O,321.46
28412,351.77
27160,63.46
2999C,398.06
65942,344.2
1624T,328.58
74283,5776.47
38450,499.25
1694U,300.92
83878,7003.13
4214W,180.0
3191F,270.61
48544,270.27
7714T,182.86
31051,214.29
2114C,102.4
12275,204.44
43699,97.51
50443,429.27
3656W,2945.63
59757,105.18
5720B,232.61
6394D,1596.4
12983,8605.51
8447X,7470.49
85530,242.46
68634,286.72
5222J,139.13
73610,385.68
6025K,437.83
9973Z,50.23
11787,471.34
9226E,282.56
55918,356.49
7793J,143.54
8219H,423.87
17266,3464.54
7720B,148.14
78690,484.65
67077,7262.51
7781U,129.08
85547,68.82
2411Y,474.56
21105,257.89
7529E,475.93
3930Y,209.79
41580,389.27
20128,219.51
9818P,460.3
88118,497.66
27696,423.08
58634,136.77
45828,377.43
8686N,7679.07
48588,179.07
14395,7821.51
98942,394.48
8497I,122.59
37691,9985.34
5651B,70.53
54275,6916.21
7072X,4352.55
91344,365.39
37603,207.06
1795L,211.43
9256G,447.03
2507D,350.75
2745Y,450.36
2445T,271.91
1183P,336.03
3015D,481.97
30189,211.69
7514X,291.87
66222,131.95
8746B,59.81
8351J,74.26
95918,256.96
17651,296.05
93653,432.63
2091M,322.2
7807C,1234.41
44309,347.06
43052,138.95
42883,167.93
9834D,483.72
46745,421.68
1512N,110.35
3369Q,606.98
62135,339.79
1289O,1110.26
7679Q,3475.03
1083V,381.15
76870,410.15
5198I,1164.79
6720P,8023.92
21385,189.93
74699,9416.49
13670,260.53
19440,7580.73
52366,8679.36
70875,6224.8
38648,9438.91
8068N,473.84
9321M,441.35
80842,424.68
13385,5654.83
8419K,214.48
26089,108.09
84769,244.92
1528F,308.03
69249,483.09
6321Q,1017.29
52454,490.28
28702,6890.32
9213R,69.01
8962Q,3769.81
4122C,135.84
68908,4973.06
4220V,201.74
7574W,6765.16
7473C,111.24
1557H,61.52
63702,155.87
50302,136.1
2391I,1784.97
5246E,135.48
8863B,3024.29
41224,82.48
71462,8296.67
76060,391.17
57517,311.97
7074Q,5619.5
2348I,287.63
4069B,492.37
5699A,498.61
9258L,434.01
1304R,391.05
88527,5270.21
70264,2652.68
49239,138.34
4174P,5001.22
2983T,358.42
84613,9543.19
7207O,6962.99
6687F,461.2
41436,456.95
2763W,396.98
2824V,78.34
64048,408.76
4538G,227.59
9330Q,203.01
7062D,315.48
72358,7559.69
25643,247.55
3662D,5447.91
5131U,105.31
74874,4236.37
7322L,56.75
92099,214.41
85609,58.11
18958,315.62
59674,68.11
9970P,9494.38
1580F,444.78
21329,119.1
90487,154.87
93576,367.86
28851,1418.62
3830N,148.52
1929W,449.09
5907Q,212.93
3939X,64.23
22146,255.82
2667B,264.16
36092,3172.51
8907N,4535.78
3617U,436.52
69959,93.96
1093H,281.36
6787J,5967.06
6641Y,175.94
54122,163.15
8364S,398.57
7578S,330.68
96560,422.08
47194,433.5
3494U,4031.96
84472,366.9
10994,365.68
4133K,415.3
50516,7595.2
47675,387.03
93734,151.58
92301,140.54
77833,178.25
95573,3362.11
99667,463.44
7003N,2714.25
49760,2452.24
87085,4706.51
7589Y,8286.5
4174A,181.83
2439M,8949.47
1265S,423.84
38129,406.42
5435M,414.15
64229,1269.41
8994A,9373.5
1624O,165.17
71534,8998.59
4286P,399.51
45578,269.12
88210,472.38
5240J,3403.46
95816,5004.36
5262H,7139.4
49660,276.44
11717,414.24
19154,497.38
8069N,111.99
15863,296.47
46007,302.67
7305W,142.51
8683A,114.41
8921H,119.92
8142E,267.79
4686Z,428.06
9393U,340.75
2343F,185.57
65157,331.76
86762,1101.41
52762,332.34
22523,61.27
40573,312.34
74129,187.91
6476H,240.48
10881,390.56
4279Y,436.11
8335M,2052.48
3559Q,67.48
7956E,287.55
9443S,276.25
6307U,179.58
18144,409.92
6766H,144.51
8272A,5684.74
26425,436.12
5522Z,214.29
72311,6481.15
3383U,369.73
17339,121.27
87169,254.16
1501V,116.4
2181B,5706.53
1515P,372.67
28647,385.62
74538,262.8
6238K,289.01
8924Q,422.15
20896,1859.02
2641A,160.57
6926E,362.15
8472M,318.25
9648D,3259.01
8316L,173.5
6925E,78.97
15954,6568.37
6841Q,95.17
5718N,277.18
9808S,2936.06
6829Z,7040.22
68139,5680.42
96194,244.56
41306,125.76
9842C,8219.42
9277E,251.44
4144F,123.25
43027,4630.84
3563W,155.04
8750M,153.44
81316,96.56
34783,206.98
2144V,162.81
12446,2105.4
46394,492.87
1931C,8105.39
3882A,353.55
66480,243.71
8749M,455.22
42160,3364.46
5180D,238.48
5528O,489.47
32119,121.28
2388L,274.76
5295G,293.56
13161,402.63
20086,300.85
8423Z,201.66
9533N,61.21
80620,113.06
61618,131.7
65658,297.15
12775,475.02
4923B,476.08
54502,5243.3
78318,132.0
82045,461.04
57592,481.34
57304,2761.31
4966V,409.34
38758,2077.21
2434O,328.9
5643H,8540.6
23205,327.11
97484,1043.43
8009Z,473.95
77977,6157.83
9128D,69.58
5155F,271.05
86587,254.42
19104,269.44
84861,7083.88
8252A,1334.78
38923,319.65
12284,273.8
42097,136.18
2879O,3090.32
5457H,457.83
6800I,55.76
3675E,403.82
65132,155.52
6142L,159.13
32377,101.98
54584,383.55
9908G,124.82
84636,111.61
2247J,427.66
2459D,330.28
43873,152.38
4222W,388.33
5049X,357.31
8791M,6950.2
25366,7940.11
92734,241.71
62835,8941.95
96669,186.68
1330R,285.22
2520F,3940.61
28680,469.24
2565E,369.82
11840,351.95
2995F,125.97
99063,451.59
38034,7969.99
22483,366.96
18522,120.26
56931,255.33
56689,216.12
7051T,3972.64
7463Q,491.69
3667M,463.11
8049R,60.53
85813,178.63
66986,63.49
3073K,356.19
4243W,249.76
1897O,414.34
1640P,8283.24
5384H,392.27
6725H,497.02
36648,117.85
5020S,1042.36
33309,169.02
47138,8018.38
29269,130.21
3263O,314.81
8648L,1584.22
4519J,320.78
97727,115.06
50189,9352.78
5329B,379.82
75803,9682.75
8438D,7711.31
32028,418.82
55620,403.24
9028O,144.51
1435P,7099.84
54191,499.02
9755C,2563.78
54792,256.02
6070M,328.91
2982K,337.85
21314,69.75
1354M,321.63
92729,7254.53
4618J,1482.54
80067,470.57
34805,94.88
87983,480.44
74062,182.39
2245P,382.73
49889,477.64
5228P,8714.93
82431,427.06
82993,77.88
6225E,145.98
3761Y,480.47
3484L,396.5
6062R,410.26
9313K,74.95
21633,436.72
7636Z,149.13
2923Y,264.37
93135,113.35
58234,387.07
4737C,435.06
48936,397.78
7348D,207.61
