Medical Code,Cost
89249,172.4
5634S,9098.04
21481,349.17
81302,170.41
29667,94.98
8189M,187.39
9565S,317.27
76981,74.83
5835K,442.19
77544,81.89
9801J,340.91
1763R,357.41
7522X,104.16
24817,206.7
5155M,273.41
7226I,277.95
5349Y,186.66
3702R,222.39
4395V,127.62
19910,220.11
19594,9781.48
71015,433.3
32851,136.65
6081H,4867.83
4440Z,330.9
6410T,159.76
81144,487.46
80728,7199.62
55207,422.99
4933T,6860.9
5433M,427.89
21654,218.83
47320,341.16
63106,3940.04
84148,232.8
5843D,193.15
24953,371.64
22440,98.41
1891K,3226.32
4460R,63.39
9604P,106.25
2418A,272.97
9471T,7673.94
5197B,3209.75
20899,428.17
8154E,161.14
9596S,350.88
5516O,340.65
2233W,91.31
9705P,4590.73
9382P,279.56
95922,469.25
9096Z,150.31
2851F,388.51
69653,221.79
9516C,463.04
9401H,383.6
72220,5563.0
9961N,172.0
51812,261.44
7735H,374.22
4568A,7813.84
1928O,9313.72
7257P,315.68
46812,8294.81
69848,393.2
17817,290.78
3438X,176.84
36679,240.2
9160O,258.79
1598F,236.58
8488X,401.44
55144,349.47
1213Q,71.31
3852F,418.42
6722V,355.41
42186,485.23
7929X,102.67
10093,141.27
70813,338.04
8971H,2090.09
1488S,477.19
4847R,57.87
4975Y,7409.66
8991S,2885.11
1008H,3741.24
67766,150.25
9405Y,2451.47
78993,434.5
4508V,54.11
82415,80.78
42894,170.17
1412R,260.55
66464,86.68
9434R,204.29
5233A,176.14
42700,452.76
5824Z,147.5
98034,422.98
55802,3133.44
9593G,100.89
4241D,6016.5
79996,8926.71
9915Z,5166.28
5961R,3880.42
1603D,2397.94
5990A,9930.36
9047E,4608.91
2859M,227.62
3589D,305.63
64430,8309.0
65168,310.62
36400,4025.34
55788,6604.09
92636,479.0
56267,113.94
53398,385.28
9564T,9033.08
95555,495.49
96157,719.35
83722,149.72
7051R,2857.19
70761,235.16
89852,310.09
2695N,61.57
6328Z,151.0
6690A,197.58
90621,627.65
8723Z,9019.33
7754E,65.03
9273P,373.01
7246E,416.39
3330A,318.71
6932D,179.06
7869L,327.12
98473,5332.01
44691,260.58
6880T,460.33
71261,6426.76
26793,144.32
6844D,497.23
17734,205.13
79660,124.08
6927X,264.2
5208M,1823.76
5482R,3122.74
70959,9786.57
41321,484.63
3482G,350.68
5580R,489.51
70145,534.04
6069W,329.69
47963,157.91
1690Y,9599.31
4340M,383.92
69403,498.16
76798,321.48
98972,59.46
85898,2429.79
90799,2074.28
1743H,213.05
61928,243.28
6582A,438.97
40016,221.65
4882C,95.75
97325,353.7
39517,3264.68
2523U,477.64
64316,337.08
7420A,486.24
7898V,352.59
9672S,136.6
7422H,2507.94
1075C,9986.37
11881,148.32
2978E,4079.34
49875,6829.55
82803,456.79
58522,842.0
3542Z,342.63
5449H,108.68
7978W,3669.16
85659,345.05
6877Y,53.53
3135Q,343.53
6114N,150.78
5815H,2759.99
1482Y,418.88
6836R,335.63
76446,1165.52
66466,382.48
2476P,7528.38
65236,109.16
1199L,438.02
4449T,488.81
26398,369.06
92330,9011.27
21131,273.57
30448,293.91
85587,459.42
71458,102.11
3690R,204.43
72379,314.27
1166Q,7724.74
6521C,9750.63
4077N,460.31
52206,73.68
9943T,235.54
7175C,339.38
1087G,9564.0
9269K,266.01
8648Y,6133.39
8619U,368.39
95849,7536.48
43856,333.08
81851,378.28
74855,8662.16
8744X,191.99
7355I,6438.58
44875,408.7
41711,157.94
8376J,393.89
50589,272.79
65246,75.92
3149L,288.47
2769H,473.02
6047X,430.21
55764,241.55
55421,241.01
9688W,5510.52
3684O,454.31
6840P,5674.98
3582A,486.03
54129,420.03
85684,382.24
6319U,418.04
2227Y,487.63
1949W,61.44
2697X,105.43
2777J,98.28
7191H,5937.49
9977Z,283.22
6899F,261.37
5613I,435.42
64668,9462.39
59210,1398.55
9246J,480.45
9182Y,147.1
5170J,767.31
6529V,85.72
3546R,291.16
99337,97.23
4016O,499.91
52271,950.33
9814U,375.02
38147,315.86
4117C,228.07
77464,7018.73
3517J,351.17
40771,333.99
79625,237.16
41973,110.74
28493,310.47
9286H,246.61
65088,150.43
41629,180.12
24720,5463.83
7059B,55.59
5751P,414.95
79341,360.26
4057U,106.57
65578,123.25
33285,259.78
68308,192.53
8920G,206.63
12811,4153.51
1738Z,210.29
60063,411.64
4939F,416.29
42941,159.78
5486M,9186.38
2567U,231.33
7354H,321.86
5514Y,58.23
80981,109.24
75603,9769.95
24838,479.53
7130K,149.96
4095B,7552.44
78040,388.2
75384,476.68
47455,5751.15
3579G,66.14
4298E,64.99
7319X,297.37
87225,109.15
52255,146.31
13416,429.28
47532,358.61
8801E,6884.89
37966,428.38
98341,72.28
1673R,5612.21
6586L,195.87
19354,3301.29
2411Z,232.37
81057,360.59
1022W,294.89
3939Y,2790.68
15296,1066.86
63309,292.97
61358,373.38
99086,8679.04
6860C,165.98
77985,353.56
9342X,163.03
30256,466.94
8576L,99.19
52958,263.5
71380,485.05
8511L,6586.63
2044X,416.12
15827,79.67
14396,377.37
5118B,5428.98
67149,9456.64
49818,101.83
4707L,440.5
8897G,57.52
3927Q,303.58
1391N,395.97
12816,1227.77
9420B,114.19
18990,389.09
20372,164.21
40224,7379.12
2002O,371.58
31336,148.48
2023W,485.74
4077P,289.42
86457,267.94
1827G,358.93
9050N,6245.33
3725D,4586.4
49440,9890.09
48306,185.69
70334,466.08
2325G,5998.57
8766K,56.68
35314,345.43
46114,168.84
8431W,152.4
6611N,324.39
25814,937.64
8117A,188.18
4392S,7603.21
54811,164.84
1119U,134.21
8012A,356.02
2983G,5014.37
6340Z,72.95
46362,441.37
6480I,9770.48
6316V,116.78
6820G,212.23
19313,3822.68
17695,9926.03
5942I,412.01
44380,86.93
97232,348.52
91825,400.25
6763N,483.37
16016,3422.87
24330,2790.49
5835J,309.58
45487,3280.27
98053,405.34
41741,3319.38
15071,215.81
28932,201.47
7152R,7505.73
20870,364.03
6521K,347.84
5950U,9267.94
4138T,198.07
4709O,246.88
38705,239.89
5125K,357.28
1593J,105.81
41588,402.8
28735,239.73
1676G,151.11
9222N,171.21
7754J,432.15
1985O,7228.48
33523,468.67
11544,421.15
52322,959.29
9704T,278.56
2494K,294.29
6658M,254.18
70413,2791.67
2580V,2775.53
7925W,330.13
2509F,197.76
4553Y,163.93
82484,216.28
31123,353.15
8470F,158.69
5067E,342.21
28792,9390.43
2824Y,8451.87
69948,357.12
6261H,148.23
7938Z,324.82
4524X,163.17
4493I,257.17
6461W,259.07
90348,116.04
72528,195.64
79563,482.8
4501Q,292.66
51753,344.92
1041W,209.69
2448J,388.66
75093,176.86
2505R,492.05
4600T,148.28
28266,386.75
6414I,144.75
1035Q,5755.23
67590,234.35
2340D,277.81
92801,178.44
48601,6820.11
1521K,6878.63
34863,400.75
51283,7475.22
9227J,412.95
8690K,345.77
39093,253.6
3213T,273.01
42274,266.98
79515,153.26
9564H,105.44
4090K,378.16
9891O,134.36
7895V,230.86
9224W,265.52
9921Y,4603.84
1771H,238.37
8970Y,7498.24
47545,296.91
9114I,270.72
57954,290.96
5136I,5664.48
2764H,181.92
71574,151.75
1313C,457.14
88419,216.96
52270,176.29
3899S,277.99
90213,257.19
15166,185.4
5941X,211.3
8998T,92.94
36187,65.2
79443,169.83
20685,294.75
4648I,118.05
97194,119.3
12534,494.44
29800,5875.41
34332,381.25
9536W,486.55
77842,361.06
3193L,1855.27
93552,4687.02
2027M,291.23
55029,266.1
2941J,8749.76
48918,110.84
48298,415.11
49987,315.86
8357D,171.42
2629R,7984.98
14136,239.58
3785D,125.91
42238,6268.84
3164Q,465.36
76789,431.58
4201Y,863.9
9614X,257.45
84629,243.76
2376Z,83.83
3346H,374.45
1716F,374.63
35296,222.77
8651Y,4348.77
63635,5562.21
8242X,2490.51
29652,155.09
4948O,355.66
2095K,237.48
7423F,437.01
57050,146.59
95607,318.64
6289Q,89.57
3278F,276.87
83869,119.09
7381N,413.19
85037,293.8
92872,193.56
2502P,391.58
8295B,91.98
2483M,57.54
44340,472.44
6749S,270.11
41231,443.85
3482D,58.85
9775U,621.68
1226N,133.08
9084J,322.92
2793L,200.42
53725,6957.73
71055,1215.26
17518,7975.46
40183,457.61
5675F,66.78
7917D,8104.53
52103,4375.58
8548J,296.75
5344I,438.49
9119B,65.38
35656,193.71
90481,468.08
69518,330.74
5050C,390.49
32142,262.09
18923,389.6
76145,194.01
8899K,340.16
3860N,7448.2
65074,101.7
17905,5551.99
14543,236.29
2968R,315.83
98801,8597.88
76391,274.86
53510,217.23
22849,124.13
27603,218.17
6763A,458.5
6728T,369.91
29266,157.37
62635,237.08
1537L,298.41
5765T,968.75
3606O,492.02
67743,236.37
3531F,320.87
6497J,476.0
85203,59.93
6454P,3992.8
6156R,244.4
81437,350.91
3550F,83.62
8549R,463.07
76020,295.75
50785,100.63
6459K,72.42
16862,5236.17
6255A,9731.04
93700,104.14
74669,392.76
9089F,205.08
63789,497.62
1261Q,6469.99
40391,406.44
1550T,284.53
7194L,416.36
52380,2929.72
2846P,101.31
8861Y,341.72
3794M,143.0
8099L,206.74
8060Z,268.52
71683,1671.91
9849M,387.77
8471T,231.69
77405,210.38
2188I,220.75
80437,253.4
2392V,7853.2
89897,370.96
4794Q,65.94
7877Q,66.06
6844R,6087.13
49838,458.95
58356,77.45
6513I,226.08
15232,4513.34
44665,74.15
79470,55.57
9316K,139.39
8823S,134.29
2145I,91.34
7495M,411.56
8583K,217.5
51465,298.34
5415N,7107.71
1659T,472.82
8794E,416.79
29696,180.01
7818W,8237.99
87519,6449.48
5205V,85.18
33180,120.52
74528,4724.1
35234,7471.02
1315W,320.19
84535,9291.2
8722O,5414.63
43090,151.95
5519Q,128.4
58862,1144.85
79007,9925.1
83587,5055.06
3022E,353.45
60690,5735.15
1419E,102.67
36403,274.47
80979,182.87
5638U,3972.78
74460,220.19
7744P,227.9
23217,215.06
39729,387.53
5155E,78.83
66388,239.44
66202,407.39
5968J,448.79
5181E,367.44
55240,215.59
9998V,5747.85
64121,7953.52
48055,3896.77
1959T,475.82
5004V,145.69
6960S,214.63
6555U,101.42
7763R,2755.8
67695,150.35
8437P,4118.61
3320F,337.03
21695,338.2
20603,141.82
3151S,1744.17
48161,228.21
4219R,236.81
10894,123.0
3843D,116.13
48578,431.57
63897,71.86
78299,385.31
9979A,352.7
2106F,198.06
5603O,486.14
8016Y,212.55
3119L,324.58
7260N,86.65
73004,343.13
7747M,186.92
4309Z,55.35
30218,8883.02
89871,404.33
5521F,409.31
61163,293.18
98529,456.4
5490K,446.19
22783,396.32
93815,92.37
9593Q,2569.93
5613R,1762.45
12009,282.28
90810,6381.02
8838K,79.62
12667,407.39
27227,9586.79
1836A,292.25
7063V,65.79
3091D,3410.72
7370K,55.2
24841,151.42
97954,186.62
3681K,193.93
92765,301.03
7415U,270.36
5100I,5870.8
47649,190.24
33350,3013.25
9896A,6783.17
4210V,351.27
31338,2959.11
94376,485.69
3580Z,157.49
81014,167.4
47028,7053.75
8647H,417.22
86356,323.25
4425Y,304.57
5958D,1238.81
27640,192.3
28643,2882.12
12894,7440.19
94459,159.42
5234U,104.14
4851Q,2978.09
43605,315.6
9230G,197.95
68801,168.96
38016,1637.29
72484,5903.77
1951G,455.25
5997Q,497.18
55336,458.06
7378W,278.99
4517B,64.58
2261Q,386.19
43870,105.67
10642,149.97
5924O,177.75
8148M,96.44
2090L,3042.32
28020,427.12
71168,9187.48
29355,113.96
4962M,8393.64
6717W,3584.28
45103,268.91
7129P,414.24
52340,299.36
7868W,8871.93
4028R,236.44
17272,369.05
48110,241.63
1300Q,69.14
4837R,156.83
61921,296.45
6291B,155.73
8520I,162.44
31097,9092.06
8460F,355.45
2127U,266.76
5769R,421.63
1480O,210.0
2310O,3633.78
38566,81.37
46251,385.76
28920,342.86
16005,432.85
40816,126.76
71375,374.46
1036W,431.68
5284V,84.93
23042,212.89
62017,1878.14
24113,3346.55
6888J,473.48
2521V,372.57
3452J,203.1
1850Y,488.88
6301A,175.77
4707Q,252.89
18385,354.17
7823L,219.23
12957,196.89
10775,324.18
5734A,390.73
2020I,118.7
50377,240.64
2129H,91.08
4175A,469.37
15946,267.84
6404O,198.88
2552V,324.15
6914K,135.11
3149A,351.04
52852,424.22
85473,390.86
60728,400.97
9426J,334.6
29181,363.2
3072Z,404.9
6379C,104.92
8745D,168.08
5037Q,216.2
34111,72.07
3741K,400.08
7442R,328.78
34491,4208.74
78237,193.51
96897,3819.94
93996,332.43
72855,230.86
62568,318.36
2376D,244.96
52545,71.82
1257V,255.22
3697V,6198.15
7971E,481.48
64281,423.92
83882,409.12
5906E,2627.98
19155,429.24
17723,2950.21
9610N,9845.4
7708F,138.49
78593,137.96
71322,306.76
21590,234.23
5783L,449.92
3694L,407.16
86986,442.75
2742E,284.15
79683,3786.59
69990,9683.4
7894F,7003.88
92525,1498.85
80182,315.49
12323,256.24
6389W,444.21
64868,167.92
1286W,243.53
1859S,241.49
2723H,3386.51
55504,414.92
3990T,85.17
37566,121.23
13664,162.53
4825N,6775.64
16357,339.11
5912S,132.22
1762H,8304.01
4283H,9852.06
98720,1871.91
54151,109.06
8133C,5329.82
69105,187.95
3107C,433.26
4237I,382.41
4553O,323.67
6800J,244.16
70704,309.72
85707,250.98
1625D,319.29
7725J,163.72
80863,223.17
94565,123.37
4803K,134.22
8169O,254.91
8256G,166.28
16068,5990.5
9147T,494.69
46890,4354.66
1035S,438.69
87758,375.05
2543H,364.22
9835I,294.52
60611,8306.06
6786J,444.78
7167R,8938.12
14497,298.6
5712L,394.63
1630W,390.75
3165G,1192.0
34615,438.59
3859Z,197.68
22251,3431.95
2734M,463.31
5970P,236.69
3575Q,1319.11
8863I,242.13
5437P,289.46
4522I,212.69
46939,8324.46
4748S,236.36
75711,274.88
44105,996.39
39540,244.86
3780R,365.81
37988,5724.09
55906,311.24
74029,491.89
3469I,7556.81
9343W,105.37
8141V,270.19
5006K,371.27
24798,211.96
55161,3879.17
5335Q,157.14
4617U,433.23
5950N,181.67
42599,353.66
4596E,177.61
20894,339.43
4143L,6824.57
83933,262.59
62892,471.01
2961W,115.86
59807,224.77
5980X,239.15
30824,463.48
36071,426.68
95784,438.68
22066,327.69
12045,679.1
3486D,7513.26
4956G,2984.01
70357,125.1
8562M,147.57
20820,433.56
1586B,6011.22
8118A,444.5
5439Q,267.4
97828,88.99
57244,251.62
26221,280.8
65175,394.21
13675,232.88
9763F,74.48
6533X,158.27
21432,274.21
6217D,129.45
7589E,3555.09
5908J,440.31
25514,476.79
82286,5611.01
26531,3833.58
3455H,328.78
31016,1502.54
5269B,292.43
7840P,325.98
6383R,2774.2
8380Q,230.79
4269A,81.77
45935,268.23
66531,6980.53
4385K,469.26
2277H,4936.34
62306,386.01
43057,94.94
5981N,9074.25
2213V,5443.26
52901,68.74
6345V,304.79
9160R,425.74
56937,164.16
9359L,397.85
6560W,74.45
74779,448.93
85299,411.04
95659,113.32
6941A,425.88
32954,78.85
7492J,252.73
1886I,320.23
4752W,7477.99
6601F,163.4
8108K,190.01
20031,367.26
5481P,190.01
3397W,208.98
83701,299.19
4924B,6003.57
4353Z,220.7
64916,107.55
7231U,1538.88
25802,413.05
25393,2545.39
32086,3154.62
86066,157.51
47014,7800.28
2961Y,6142.66
7889H,311.06
8429U,307.48
33929,9140.81
73910,423.7
63896,1996.78
6930C,448.85
7716T,182.23
53794,62.18
1479C,461.98
2257A,843.41
81286,452.06
21896,423.54
9041N,333.19
4660Z,344.53
3563E,7504.1
17299,6774.39
1317N,171.93
43298,5065.67
9754G,310.41
1597H,132.3
88314,72.24
24045,207.68
98743,6702.15
85013,172.67
89677,440.49
4742M,3867.24
50974,2744.89
1257S,245.06
2006H,6046.73
18886,420.66
42475,6096.88
9066Z,263.53
58721,378.11
13833,184.14
7289G,476.75
80686,489.01
20620,190.58
2631Y,116.48
6598O,2962.96
98740,80.84
39057,189.24
31835,439.51
47857,65.59
91816,6655.23
77204,465.91
7358G,412.08
2657Q,178.13
7621Y,433.5
3306V,462.98
7942N,230.78
9775V,4597.68
9878E,6856.12
5096A,7586.53
4028J,351.79
3211D,115.9
32953,182.9
4755B,4474.59
7303T,4944.51
23404,385.91
5283L,371.35
98487,447.42
5988V,77.3
17145,247.87
18675,206.95
4535M,9436.87
5720U,6560.79
3103D,198.1
35471,310.12
87663,463.45
9364K,265.67
67019,247.14
3129A,69.5
2780G,355.41
4172V,9970.49
32498,371.94
6104V,8121.59
5802K,76.88
29227,423.1
95578,222.73
46537,423.05
68701,422.49
94525,127.0
8939N,125.18
9521Q,9102.8
92219,5840.46
6350K,415.53
42806,8754.95
67734,222.88
27958,2655.16
5889U,4448.91
7175G,373.0
6163W,284.86
86529,8606.76
4622C,1364.39
92656,75.13
3688U,4289.77
11702,388.81
45801,230.98
45436,258.96
2175M,427.55
9081J,9068.78
7421O,78.47
93308,394.72
15073,423.36
28672,355.78
90052,125.6
5776X,121.7
15285,9820.15
2439Z,195.2
9006K,241.47
7827S,361.18
2927F,5512.53
9189N,461.71
8383O,8528.98
1165I,425.85
35868,120.58
5334I,308.86
1195W,7616.58
5767J,7619.17
25671,6017.13
45285,53.23
2524E,286.0
3105D,439.77
73575,9470.98
3165B,469.16
5628F,287.98
38638,222.12
33279,210.93
72868,6626.99
9968Q,105.67
2887W,247.26
6849U,271.6
3193P,498.24
28768,301.32
8520H,6676.73
80597,483.74
9145B,276.73
3590Z,3190.69
57606,274.46
2189Y,1464.36
6984B,353.77
3714M,8065.19
1498J,480.24
12042,5322.59
82861,408.18
73273,437.84
9400N,440.74
52472,152.66
11908,660.57
55090,407.62
8336U,260.35
81664,193.07
6670N,146.09
5451M,190.1
13755,382.18
81731,97.4
45079,436.16
99836,444.52
3900Z,1603.2
47726,410.28
73565,463.27
8850I,66.77
79202,374.16
4625A,344.94
97534,481.43
7186C,3556.18
55534,157.49
1567Y,394.6
34849,326.41
98768,370.26
97822,55.28
65258,63.37
78517,3319.96
2274Z,142.32
7072C,216.76
10844,465.9
40864,490.44
9496T,394.79
6497K,4792.22
31674,286.78
40628,90.25
4007S,8589.98
93826,4545.67
90171,466.53
64103,7414.93
34412,349.8
7280I,181.42
8501Z,6083.23
2450K,173.51
95329,4864.28
5269Z,160.85
9036M,487.53
2692V,8196.64
79860,219.24
63027,278.3
4432I,371.75
3530B,435.71
34223,86.12
63756,80.06
8110U,485.42
9481D,5164.89
89613,2240.26
4790R,594.58
82158,412.48
7582B,453.49
16761,2406.77
9664V,358.6
4430X,384.7
17605,460.0
12607,482.7
1424Q,356.4
6928G,222.63
5294F,237.93
2239F,170.8
56394,384.77
9503I,141.88
7213K,6938.16
33203,8910.23
9838T,241.21
54530,283.22
90428,467.74
9222K,94.31
83685,5469.32
7100S,417.05
93999,459.37
9496J,2127.46
54236,87.89
8971V,295.8
41329,273.86
87037,6562.95
9457L,8451.72
1617G,168.33
7467A,374.91
5871U,334.65
5509V,121.05
5906U,87.81
34564,87.04
40251,1513.96
30453,8255.43
5583L,294.31
5925X,84.65
8168R,182.54
6266Q,240.68
4813R,1608.36
67215,135.34
4251I,169.45
6241Q,277.69
9664Q,5777.43
7997X,1630.92
45197,72.23
26935,265.74
7100T,447.31
2214X,381.61
2360U,7079.7
9749A,1627.56
99033,111.04
9420I,5936.2
4905P,234.09
7900A,8491.61
10143,6699.45
48268,60.83
2273J,99.97
70530,342.41
16459,365.38
55324,305.3
8621I,190.0
3977K,103.06
50111,7162.46
1960X,203.25
2588F,9784.73
36351,9312.02
69775,444.34
5945U,126.49
2238J,3696.17
16398,195.02
5772A,54.64
5320F,439.87
94089,248.07
5331K,3784.45
4717T,8373.48
2305L,126.92
91949,443.01
20364,240.81
81356,4901.59
45938,4104.62
22197,119.82
72585,304.5
82670,2453.8
91435,216.42
28390,447.96
43971,232.35
5533Z,405.12
77303,269.48
4857M,7562.1
11349,299.96
8695V,286.05
4703D,438.1
4040N,65.7
6113N,483.1
5542N,3668.11
2336K,301.86
5554E,191.4
8073W,281.26
6037F,70.88
2730D,331.61
9773Z,125.76
11561,57.25
2200Y,68.97
70692,465.8
93036,61.3
1775X,7123.84
53819,405.76
84942,98.34
7654X,217.52
4837U,9974.25
3839B,6301.96
9518B,289.44
6573Y,229.32
2658H,90.55
79736,363.47
3017A,332.84
7370L,321.13
75506,359.11
6050T,136.12
95500,367.0
7407V,166.55
2375O,3906.39
8768O,265.22
9360K,379.08
52185,283.19
65593,99.64
39387,441.52
7108X,269.74
5876Y,929.27
7304C,313.2
9234N,481.5
13558,9939.17
7770I,211.73
7968W,105.87
25193,230.24
7607M,296.76
2338F,211.59
54368,379.4
62458,2406.51
6940J,481.87
3524C,90.41
9332W,92.87
6751X,5976.68
6122Z,273.05
63414,58.72
71608,213.44
48331,410.25
1933M,105.76
1116J,134.82
7261Y,249.11
9025D,64.47
3488U,447.96
3442Z,345.44
9129R,1505.11
1546B,413.85
7343X,5068.92
63097,280.42
1072C,485.93
6664S,258.65
24419,79.19
9647F,427.94
3890O,7653.02
28955,222.91
4137Z,53.59
6783S,248.16
8076Y,698.04
54862,460.02
61975,115.97
3936D,479.81
2432X,403.54
1028Q,85.18
55847,447.52
14631,1760.81
6258O,244.1
45885,355.64
8334X,379.88
6288I,2181.18
7730S,115.52
71460,240.61
6655A,493.41
9241P,196.66
8877N,489.38
26543,457.67
95140,3030.99
69499,228.97
7931A,122.77
41535,358.28
7665X,163.79
6791Z,1290.19
86948,337.2
15487,415.09
82291,1605.21
8431T,9218.24
9459I,498.21
3938P,104.7
2576C,439.3
75061,405.35
2826B,488.64
4769P,245.59
65199,966.48
88422,8797.12
57283,433.26
6181A,200.78
2759A,4488.44
26309,6441.35
1827K,357.54
74420,9271.35
5952R,254.75
74814,233.77
9153W,131.87
19076,447.15
7954Q,9544.62
52050,6547.0
15400,2349.09
2957I,6339.82
2731C,477.51
8693V,207.28
25662,265.88
4773K,211.48
75548,228.66
26914,397.07
7166G,58.81
7885S,316.51
1701X,153.69
22919,230.28
28540,459.86
39015,9083.35
44447,416.46
3179X,435.4
5284K,8313.19
85373,450.17
48364,209.64
49618,324.91
39884,5404.99
57800,240.22
7275Q,349.09
69323,383.5
9670K,106.41
5052C,420.07
5077Y,112.61
84685,212.08
48096,5593.36
9034Z,263.93
6327H,164.14
4605L,422.66
58099,4291.56
87365,3035.74
30758,146.76
55848,2878.59
30846,174.15
83157,264.38
83966,423.91
4375Q,4454.28
6161P,92.55
60559,127.91
8249X,216.52
87005,295.35
4273R,174.03
8628P,218.8
6586O,359.5
3122V,450.94
78813,9571.69
16792,314.9
14243,261.78
30452,101.55
24066,261.58
9813O,392.22
53210,369.29
65575,360.27
96760,283.18
2376R,255.65
34733,346.86
2898N,318.68
2675X,344.16
8346C,6965.69
72398,1726.44
47295,266.79
7106W,7972.26
27354,9064.81
1018I,3135.81
5344Y,3096.21
1116U,951.2
3434Y,9426.94
38870,7257.5
22609,339.84
5979G,6497.59
86262,296.45
8768F,7183.1
61091,249.05
7207K,82.49
5525M,9866.0
3169N,3802.2
41300,280.96
83106,117.25
83022,66.4
7797S,265.89
1455E,7314.28
1845U,393.51
8470Y,348.06
27768,385.98
4284W,8349.36
1963T,390.72
74612,434.58
7089L,241.3
9970U,231.87
3030Q,3713.3
19486,365.0
60103,172.07
36255,183.1
4409C,223.39
92521,224.99
2210W,309.83
9334B,309.45
3772W,478.03
50534,385.3
2908E,3405.01
16269,427.09
23934,364.73
90345,377.73
28204,8246.69
53638,893.14
7270Y,258.83
33749,177.0
2988R,4556.7
4875C,407.37
6977W,6915.11
97566,2724.59
5135V,74.21
17816,220.66
5781Q,87.78
2168Y,184.56
62114,1956.65
1934D,72.7
94754,2361.69
9028H,286.86
5460T,418.84
8859I,1218.95
91420,360.09
8059V,71.88
8902R,93.5
8553R,57.11
49315,265.62
84482,53.49
3366Z,415.74
95146,519.83
5649O,489.99
1670I,6181.25
64819,171.65
5843N,464.48
4076O,6343.82
61796,149.6
77943,302.09
16652,139.39
81446,2201.03
9482E,216.8
1905Z,381.35
9111E,319.9
14844,467.88
5956A,60.37
55686,169.6
70266,452.06
6610L,425.42
6056T,3152.62
1946Y,396.73
8662S,408.53
8556T,6674.1
77263,331.06
77053,2100.28
23256,3932.81
38169,327.31
9091Z,148.3
35404,135.36
8208V,5663.28
39978,438.4
77409,104.92
5800I,244.53
33006,9669.03
34152,290.61
75021,384.71
7369W,119.99
55846,8324.45
6547Q,403.78
7051A,273.73
6309E,321.04
5434W,334.22
3866R,416.6
36647,59.87
3173X,492.81
2624H,486.02
3214E,237.61
85113,162.41
9784B,313.29
62333,54.05
37914,297.42
28015,228.1
7067J,1518.8
5192A,4393.9
5781U,85.2
7787C,361.2
42977,7693.43
40030,7412.55
73951,4468.99
91061,429.48
32559,6256.26
8624Z,317.47
4035F,9677.83
8674P,269.44
26833,180.37
96026,159.23
7742E,69.2
8427I,3838.33
2076L,167.65
57207,4753.02
4505I,273.59
79495,7956.4
85981,469.38
4233C,107.81
7130F,276.5
73801,173.47
3874S,5102.71
35401,467.45
4666G,4565.24
34913,3321.24
5650X,8064.06
66154,311.71
8178J,5642.32
5808R,321.69
5635E,481.31
65218,1788.93
8167O,9774.39
5735X,398.26
16046,81.93
70714,8590.58
7176K,303.24
69889,283.77
97099,1085.06
8533P,380.08
19804,406.22
69629,7944.48
89144,460.44
24908,233.19
56929,229.56
9571E,408.03
4087X,450.64
81056,373.81
90109,478.63
16718,2807.26
92918,478.67
82887,257.84
4063F,132.92
4110E,328.96
27936,331.55
3087V,172.3
14801,156.52
8433Z,1013.92
83710,3185.93
5464N,9435.84
9513R,66.34
2094D,5585.58
9358X,401.27
95227,6000.61
6145Y,389.36
13354,163.21
9050U,189.48
98614,238.23
95291,244.08
9262N,7050.19
92907,430.46
6534B,365.51
3433C,209.67
22230,343.85
3851I,453.85
12676,128.47
50978,328.06
32882,329.68
67538,1061.35
3629H,312.87
92975,8778.97
6824G,111.86
92327,178.57
8375R,303.52
4249R,164.02
7365R,480.38
70799,211.51
1311D,161.22
9934Y,487.71
99804,407.69
12241,314.6
6052E,91.24
49084,8395.21
2814R,368.26
1126A,289.56
77307,233.97
16882,5796.71
23116,311.02
79986,1946.86
55121,377.8
6692I,408.74
81699,7246.41
31546,251.66
74071,90.84
67585,403.02
7373N,54.37
84167,377.75
64582,102.73
46242,354.18
4149Q,154.92
1761M,317.65
1672I,175.05
83012,326.81
43758,286.15
9897Z,429.32
99841,265.96
48917,228.04
23649,2613.98
3750A,302.59
7540I,383.73
4331S,4245.01
9896K,195.69
2662B,142.81
70110,332.7
33147,8393.88
8938O,381.99
44534,7648.92
76030,5656.43
61252,220.49
58676,6492.19
3663P,2778.45
97259,409.67
7434Q,477.24
43185,167.4
97002,8700.74
33062,123.58
8782B,408.11
44012,158.37
19264,285.34
4613J,7132.76
1595T,3144.42
8898C,415.49
2671D,8928.72
86599,56.04
88478,470.84
4162M,76.27
31927,276.17
21662,2355.59
78307,2963.47
88936,743.48
99837,355.06
8789V,318.53
49202,338.76
16629,310.3
6624D,251.57
8941V,372.21
39439,260.01
11713,358.64
2646K,234.43
72942,279.26
18177,1264.91
73404,237.0
84430,499.14
2526Y,99.78
4213P,427.35
10968,391.21
5897G,332.09
9208G,1856.94
26169,232.55
1835C,114.62
34430,3086.72
6751M,198.77
94953,201.44
1285M,7260.1
2052B,331.55
2568Y,5187.41
64327,171.72
38838,237.95
8813Z,104.79
2559L,497.3
8986U,66.64
50472,474.82
19029,254.52
59946,205.36
5856I,165.35
8670H,289.44
8531J,7508.83
2136I,159.97
2249C,145.12
48347,3080.63
8916H,243.37
34446,481.0
6626M,8011.05
81273,444.67
62375,7709.26
6385O,123.67
88999,157.98
54543,367.06
